0,-1.0,297784399.185,4294967296.0
1,-0.919444433333,3713715055.28,4294967296.0
2,-0.880555533333,3703693464.92,4294967296.0
3,-0.89,3709420087.98,4294967296.0
4,-0.866666633333,3781002876.25,4294967296.0
5,-0.7833333,3799614401.2,4294967296.0
6,-0.95,3646427234.3,4294967296.0
7,-0.8361111,3833974139.56,4294967296.0
8,-0.813888866667,3788161155.07,4294967296.0
9,-0.85,3821089237.67,4294967296.0
10,-0.805808066667,3803909368.49,4294967296.0
11,-0.869444433333,3861175599.11,4294967296.0
12,-0.825,3802477712.72,4294967296.0
13,-0.786111066667,3809635991.55,4294967296.0
14,-0.815873,3854017320.28,4294967296.0
15,-0.819444433333,3851154008.75,4294967296.0
16,-0.869444433333,3862607254.87,4294967296.0
17,286331152.217,3811067647.32,4294967296.0
18,286331152.233,3876923812.52,4294967296.0
19,-0.794444433333,3884082091.35,4294967296.0
20,286331152.304,3924168452.78,4294967296.0
21,-0.8472222,3919873485.48,4294967296.0
22,286331152.31,3954233223.85,4294967296.0
23,143165575.881,3975708060.33,4294967296.0
24,715827882.125,4014362766.0,4294967296.0
25,143165575.91,3952801568.09,4294967296.0
26,429496728.978,3961391502.68,4294967296.0
27,572662305.486,3995751241.04,4294967296.0
28,572662305.507,3997182896.81,4294967296.0
29,572662305.544,4014362766.0,4294967296.0
30,429496729.027,4014362766.0,4294967296.0
31,1002159035.2,4054449127.42,4294967296.0
32,286331152.452,4005772831.4,4294967296.0
33,715827882.094,4060175750.48,4294967296.0
34,1145324611.88,4091672177.32,4294967296.0
35,715827882.161,4054449127.42,4294967296.0
36,715827882.056,4057312438.95,4294967296.0
37,1288490188.34,4131758538.75,4294967296.0
38,858993458.719,4126031915.69,4294967296.0
39,1431655764.94,4120305292.63,4294967296.0
40,2004318071.11,4177571523.24,4294967296.0
41,1717986918.02,4117441981.1,4294967296.0
42,1861152494.55,4156096686.76,4294967296.0
43,1574821341.53,4143211784.88,4294967296.0
44,1717986918.03,4158959998.29,4294967296.0
45,1002159035.24,4101693767.68,4294967296.0
46,1574821341.64,4140348473.35,4294967296.0
47,1717986917.9,4153233375.23,4294967296.0
48,1861152494.61,4163254965.59,4294967296.0
49,1861152494.74,4147506752.17,4294967296.0
50,2147483647.71,4179003179.01,4294967296.0
51,2004318071.26,4164686621.36,4294967296.0
52,1431655765.04,4183298146.3,4294967296.0
53,2290649224.3,4201909671.25,4294967296.0
54,2433814800.88,4210499605.85,4294967296.0
55,2147483647.68,4200478015.49,4294967296.0
56,2290649224.28,4217657884.67,4294967296.0
57,2147483647.78,4226247819.26,4294967296.0
58,2576980377.45,4221952851.97,4294967296.0
59,2433814800.92,4231974442.33,4294967296.0
60,2576980377.42,4239132721.15,4294967296.0
61,2576980377.54,4220521196.2,4294967296.0
62,2720145953.92,4244859344.21,4294967296.0
63,2147483647.85,4214794573.14,4294967296.0
64,2433814800.91,4229111130.79,4294967296.0
65,3006477107.09,4241996032.68,4294967296.0
66,3292808260.16,4226247819.26,4294967296.0
67,2433814800.92,4243427688.45,4294967296.0
68,3149642683.57,4227679475.03,4294967296.0
69,2863311530.62,4249154311.51,4294967296.0
70,3006477107.18,4252017623.04,4294967296.0
71,2863311530.57,4267765836.46,4294967296.0
72,2720145954.01,4241996032.68,4294967296.0
73,2576980377.57,4254880934.57,4294967296.0
74,2433814800.89,4254880934.57,4294967296.0
75,2720145953.94,4250585967.27,4294967296.0
76,3149642683.72,4254880934.57,4294967296.0
77,2576980377.56,4243427688.45,4294967296.0
78,3006477107.12,4250585967.27,4294967296.0
79,2863311530.68,4250585967.28,4294967296.0
80,3006477107.03,4259175901.87,4294967296.0
81,3149642683.7,4250585967.28,4294967296.0
82,3006477107.13,4267765836.46,4294967296.0
83,3149642683.6,4262039213.4,4294967296.0
84,3435973836.62,4253449278.8,4294967296.0
85,3292808260.25,4257744246.1,4294967296.0
86,3292808260.15,4269197492.22,4294967296.0
87,3149642683.69,4262039213.4,4294967296.0
88,3435973836.71,4266334180.69,4294967296.0
89,3149642683.64,4264902524.93,4294967296.0
90,3579139413.23,4269197492.22,4294967296.0
91,2576980377.53,4256312590.34,4294967296.0
92,3006477107.08,4259175901.87,4294967296.0
93,3149642683.64,4273492459.52,4294967296.0
94,3722304989.8,4280650738.35,4294967296.0
95,2290649224.35,4253449278.8,4294967296.0
96,3435973836.76,4270629147.99,4294967296.0
97,3006477107.07,4267765836.46,4294967296.0
98,2720145954.0,4252017623.04,4294967296.0
99,3579139413.3,4282082394.11,4294967296.0
